judul,label,isi
Aturan Baru Mendagri: Dilarang Makan dan Minum di Tempat Halalbihalal yang Dihadiri Lebih dari 100 Orang ,Nasional," - Menteri Dalam Negeri (Mendagri) Tito Karnavian meneken Surat Edaran (SE) Nomor 003/2219/SJ tentang Pelaksanaan , pada Idul Fitri Tahun 1443 H/2022 pada Jumat (22/4/2022).,Pada SE yang ditujukan kepada gubernur dan bupati/wali kota seluruh Indonesia ini, diatur larangan makan dan minum untuk acara , yang dihadiri lebih dari 100 orang.,Dirjen Bina Administrasi Wilayah Kemendagri, Syafrizal ZA, mengatakan, makanan dan minuman yang disediakan sebaiknya ditaruh dalam kemasan yang dapat dibawa pulang.,""Untuk kegiatan halalbihalal dengan jumlah (tamu) di atas 100 orang tidak diperbolehkan ada makanan/minuman yang disajikan di tempat (prasmanan),"" ujar Syafrizal dalam siaran persnya pada Jumat (22/4/2022) malam.,""Makanan/minuman disediakan dalam kemasan yang bisa dibawa pulang,"" lanjut dia.,Selain itu, SE yang sama juga mengatur kapasitas kehadiran untuk acara halalbihalal masyarakat sesuai dengan level PPKM daerah masing-masing baik di Jawa-Bali maupun luar Jawa-Bali.,Untuk daerah berstatus PPKM Level 3, tamu yang bisa hadir di acara halalbihalal adalah 50 persen dari kapasitas tempat.,Kemudian untuk daerah berstatus PPKM Level 2 tamu yang dapat hadir 75 persen dari kapasitas tempat.,""Lalu untuk daerah berstatus PPKM Level 1 tamu yang bisa hadir di acara halalbihalal adalah 100 persen,"" tutur Syafrizal.,Menurut Syafrizal, adanya aturan soal pembatasan kapasitas ini merupakan langkah antisipatif untuk meminimalisasi potensi klaster penularan Covid-19 dalam skala luas keramaian."
"Hari Kedua Street Race di BSD, Pebalap Uji Mesin Sejak Pagi",Megapolitan," Hari ini, Sabtu (23/4/2022) merupakan hari kedua perhelatan , di Jalan Gipti, Pagedangan, Tangerang., Berbeda dengan hari sebelumnya yang mendung dan hujan, cuaca kali ini tampak mendukung diadakannya balapan tersebut., Selain itu, di depan area paddock, juga ditambahkan garis kuning untuk jalur lintasan percobaan para peserta sebelum acara dimulai., ""Iya kemarin enggak ada (garis kuning). Hari ini sengaja dibikin itu sebagai hasil evaluasi kemarin, biar lebih safety saja,"" ujar salah seorang panitia acara di lokasi, Sabtu., Tepat di depan area paddock, para peserta berbaris mengantre gilirannya untuk uji coba mesin., Mereka tampak sangat antusias menjajal mesin motor mereka sebelum acara dimulai., ""Setiap peserta dapat giliran untuk mencoba uji mesin motornya,"" sebut seorang panitia melalui pengeras suara., Area uji coba ini berada tepat di belakang area start lintasan balapan., Jalur lintasan tersebut dibatasi garis kuning di tengahnya agar pebalap motor bisa melaju lurus kemudian berbalik ke posisi semula melalui jalur yang berbeda., ""Diperbolehkan untuk peserta melakukan uji coba mesin kendaraan. Untuk putar baliknya menggunakan jalur yang telah dibatasi kalian boleh mencoba beberapa kali sebelum dimulai,"" lanjutnya., "
"Bantah Aduan Pedagang yang Nangis ke Jokowi, Ini Kronologi Penangkapan Ujang Sarjana versi Polisi",Megapolitan," - Polisi menjelaskan kronologi dan duduk perkara penangkapan Ujang Sarjana.,Pihak kepolisian memastikan, pedagang di , itu bukan ditangkap akibat menolak pungutan liar dari preman, melainkan karena melakukan tindak pidana pengeroyokan kepada sesama pedagang.,Hal ini disampaikan polisi sebagai klarifikasi atas pernyataan ponakan Ujang Sarjana. ,Ponakan Ujang yang juga pedagang di Pasar Bogor itu sebelumnya  sempat mengadu sambil menangis histeris kepada Presiden Joko Widodo bahwa pamannya ditangkap akibat menolak pungli. ,Kapolresta Bogor Kota Kombes Pol Susatyo Purnomo menyebut, tindak pidana pengeroyokan yang dilakukan Ujang itu terjadi pada Jumat tanggal 26 november 2021.,""Saat itu korban yang sedang berjualan ditegur oleh tersangka dalam hal ini Ujang Sarjana. Ujang (bersama rekan-rekannya) kemudian melakukan pengeroyokan ke dua korban,"" kata Susatyo seperti dilansir dari Kompas TV, Sabtu (23/4/2022).,Kabid Humas Polda Jawa Barat Kombes Pol Ibrahim Tompo juga memastikan, Ujang Sarjana ditangkap karena kasus pidana murni usai melakukan dugaan penganiayaan terhadap korbannya.,""Hasil pengecekan terhadap kasus ini merupakan keluhan dari seseorang saat bertemu dengan Bapak Presiden, di mana keluarganya tersangkut dan menjadi tersangka dalam kasus pidana penganiayaan,"" ujarnya.,""Saat ini posisi penanganan kasusnya sudah P21 (berkasnya lengkap) dan sudah dilimpahkan ke kejaksaan,"" imbuh Ibrahim., ,Berdasarkan laporan peristiwa yang diterima Kompas.com dari Polda Jawa Barat, Ujang Sarjana yang berprofesi sebagai pedagang di Pasar Bogor, bersama sejumlah rekannya diduga melakukan pengeroyokan kepada Andriansyah dan Agus Susanto di Pasar Bogor pada 26 November 2021."
"Ekspor CPO dan Minyak Goreng Dilarang, Anggota DPR Nilai Jokowi Pentingkan Stabilitas Harga Dalam Negeri",Nasional," - Anggota Komisi VI DPR dari Fraksi Partai Persatuan Pembangunan (PPP) Achmad Baidowi menilai, kebijakan pelarangan ekspor bahan baku minyak goreng atau Crude Palm Oil (CPO) dan minyak goreng akan berdampak positif.,Presiden Joko Widodo (Jokowi) yang mengumumkan kebijakan itu dinilai berani lantaran menahan , di saat harga internasional sedang tinggi.,""Artinya, kepentingan terjaganya stabilitas harga di dalam negeri adalah prioritas utama,"" kata Baidowi dalam keterangannya, Sabtu (23/4/2022).,Pria yang akrab disapa Awiek ini mengatakan, pertimbangan pemerintah juga dinilai cukup matang dan tidak tergesa-gesa.,Pemerintah juga dinilai telah mempertimbangkan risiko inflasi akibat pangan cukup tinggi dan bisa berdampak pada naiknya jumlah penduduk miskin.,Apalagi, tambah Awiek, jumlah penduduk miskin telah meningkat menjadi 26,5 juta orang dari data September 2021.,Awiek berpandangan, Jokowi mengambil langkah itu berkaca dari kenaikan sisi pasokan bahan baku minyak goreng yang tidak seimbang dengan naiknya permintaan minyak goreng baik kemasan maupun curah saat Ramadhan.,Hal ini pun dinilai memerlukan langkah yang , atau luar biasa.,""Tanpa adanya langkah konkrit dari pemerintah mendorong pasokan bahan baku minyak goreng, akibatnya terjadi antrean panjang masyarakat dan pelaku usaha kecil berebut minyak goreng curah,"" jelas Awiek.,""Bahkan untuk membeli minyak curah perlu menunjukkan KTP kepada petugas agar tidak terjadi pembelian ganda. Sementara, harga minyak goreng kemasan yang dilepas ke mekanisme pasar terlalu jauh disparitas harganya,"" lanjut dia."
SE Mendagri: Kapasitas Halalbihalal di Daerah PPKM Level 3 Boleh 50 Persen,Nasional," Menteri Dalam Negeri (Mendagri) Tito Karnavian telah meneken Surat Edaran (SE) Nomor 003/2219/SJ tentang Pelaksanaan , Pada Idul Fitri Tahun 1443 H/2022 pada Jumat (22/4/2022)., Pada SE yang ditujukan kepada gubernur dan bupati/wali kota seluruh Indonesia ini diatur kapasitas kehadiran untuk acara , masyarakat sesuai dengan level PPKM daerah masing-masing baik di Jawa-Bali maupun luar Jawa-Bali. , Untuk daerah berstatus PPKM Level 3, tamu yang bisa hadir di acara halalbihalal adalah 50 persen dari kapasitas tempat., ""Jumlah tamu yang dapat hadir pada acara halalbihalal adalah 50 persen dari kapasitas tempat untuk daerah yang masuk kategori Level 3,"" ujar Dirjen Bina Administrasi Wilayah Kemendagri, Syafrizal ZA, dalam siaran persnya pada Jumat (22/4/2022) malam., ""Kemudian 75 persen untuk daerah yang masuk kategori Level 2,"" lanjutnya. , Kemudian, untuk daerah berstatus PPKM Level 1, tamu yang bisa hadir di acara halalbihalal adalah 100 persen. , Syafrizal melanjutkan, untuk kegiatan halal bihalal dengan jumlah diatas 100 orang, makanan/minuman disediakan dalam kemasan yang bisa dibawa pulang., Lalu tidak diperbolehkan ada makanan/minuman yang disajikan di tempat (prasmanan). , Hal ini merupakan langkah antisipatif untuk meminimalisasi potensi klaster penularan Covid-19 dalam skala luas keramaian., ""Mengingat aktivitas makan/minum pasti diikuti dengan membuka masker, sehingga berbanding lurus dengan besarnya potensi resiko penularan,"" kata Syafrizal. "
Menjadi Kuat Seperti RA Kartini...,Megapolitan," 21 April diperingati sebagai , sesuai dengan tanggal kelahiran Pahlawan Kemerdekaan Indonesia, Raden Ajeng (RA) Kartini. , Kegigihan Kartini dalam memperjuangkan emansipasi perempuan melalui surat-surat yang ditulisnya, bagai menunjukan bahwa wanita merupakan sosok yang kuat., Performance Stylist Trainer, Self Growth, and Career Coach, Lika Satvarini mengatakan kekuatan wanita yang ditunjukan RA Kartini tersebut juga terdapat dalam diri setiap wanita Indonesia. , ""RA Kartini pernah bilang, 'Wanita yang kuat akan selalu bangkit walau sekeras apa pun badai pernah menerjang mereka'. Bahkan RA Kartini pun ingin wanita Indonesia menjadi wanita yang kuat,"" kata Lika dalam workshop , yang digelar Kompas.com dan Hotel Sultan Jakarta, di Jakarta, Jumat (22/4/2022)., Menurutnya, setiap wanita berhak memilih untuk menjadi seorang wanita yang kuat. Namun, tidak setiap wanita mengerti cara untuk menjadi wanita yang kuat. , ""Kita perlu mengembangkan potensi dan membangun pribadi kuat untuk mendapatkan yang kita inginkan,"" ungkap Lika. , Lika menjabarkan, untuk menjadi pribadi wanita yang kuat, maka setiap wanita perlu mengenali potensi dirinya masing-masing. , ""Potensi diri itu merupakan kemampuan yang bisa jadi belum keluar, belum terealisasi. Kadang kita sendiri tidak tahu kemampuan diri kita sampai orang lain yang memberitahukannya. Padahal kemampuan itu bisa dikembangkan untuk menjadi peluang besar,"" kata Lika., Untuk mengenali potensi diri, Lika mengatakan setiap wanita perlu mengenali diri sendiri secara mendalam., ""Kita bisa mengenali diri sendiri salah satunya dari kelemahan kita. Jadi kita tahu, agar kelemahan kita bisa diperbaiki,"" ujar dia. "
"Rekor Baru, Penyaluran BLT Minyak Goreng Capai 95,7 Persen dalam Sepuluh Hari",Nasional," – PT Pos Indonesia (Persero) berhasil menyalurkan , (,) , dalam sepuluh hari kepada 18,3 juta keluarga penerima manfaat (KPM) di seluruh Indonesia.,Direktur Utama PT Pos Indonesia Faizal Rochmad Djoemadi mengatakan, realisasi , sudah mencapai 95,7 persen.,“Alhamdulillah, penyaluran BLT hingga 95,7 persen dalam tempo sepuluh hari adalah rekor baru,"" ujar Faizal dalam siaran pers yang diterima Kompas.com, Sabtu (23/4/2022).,Meski demikian, Faizal tak menampik bahwa pihaknya masih kesulitan menyalurkan BLT minyak goreng hingga 100 persen karena berbagai faktor.,""Kami masih punya waktu satu minggu hingga Jumat pekan depan. Kami berharap, bisa mendekati 100 persen, walaupun kemungkinan besar tidak sepenuhnya bisa mencapai (100 persen),” jelasnya.,Beberapa kesulitan dalam penyaluran BLT minyak goreng adalah alamat KPM berubah atau tidak ditemukan, meninggal dunia, dan pulang kampung.,Faizal menjelaskan, data terkait KPM yang tak dapat ditemukan, meninggal, atau pulang kampung diserahkan kepada , (,). Selanjutnya, data tersebut diolah oleh Kemensos untuk menjadi pertimbangan pada penyaluran berikutnya.,Diakui Faizal, penyaluran BLT minyak goreng kali ini penuh tantangan karena hanya diberi waktu penyaluran 14 hari. Sebelumnya, Pos Indonesia diberi tenggat waktu menyalurkan BLT lebih dari dua pekan.,“Penyaluran BLT minyak goreng ini lebih pendek waktunya. Kami menyiasati dengan memperbanyak titik penyaluran, menambah tenaga juru bayar, dan memperpanjang jam pelayanan,"" kata Faizal.,Upaya Pos Indonesia tersebut membuahkan hasil. Para KPM pun mengaku senang bisa mendapatkan BLT minyak goreng senilai Rp 300.000 untuk tiga bulan dan bantuan sosial (,) sembako Rp 200.000. Total nilai yang diterima KPM sebesar Rp 500.000."
"Sebut Strategi dan Pola Gerakan NII Sudah Berubah, Moeldoko: Saat ini Lebih Dahsyat",Nasional," Kepala Kantor Staf Kepresidenan (KSP) , mengatakan, saat ini strategi dan pola gerakan dari jaringan Negara Islam Indonesia (NII) telah berubah., Jika dulu pola gerakan NII menggunakan kontak senjata, saat ini jaringan tersebut lebih menggunakan pendekatan hati dan pemikiran., ""Yang kita perlu pahami lebih jauh tentang perjuangan NII adalah perubahan strategi dan pola gerakannya. Dulu strateginya mereka menguasai wilayah. Kartosoewirjo Jawa Barat. Kahar Muzakkar sebagian di Sulawesi Selatan,"" ujar Moeldoko dalam keterangan video resminya sebagaimana dilansir pada Sabtu (22/4/2022). , ""Karena dia strateginya penguasaan wilayah maka mudah dilumpuhkan. Daerahnya mudah direbut. Pengikutnya mudah diberesin. Itu sebuah pengalaman bagi mereka. Maka sekarang gerakan yang dia kembangkan adalah perebutan heart and mind,"" tuturnya., Menurut Moeldoko, strategi gerakan NII saat ini dapat berdampak jauh lebih dahsyat., Pasalnya, pendekatan dengan perebutan hati dan pikiran, melalui baiat atau melalui doktrin cukup sulit untuk diatasi. , ""Dan jangan salah, itu sudah berada di tengah-tengah kita. Siapa yang menjadi unsur yang terpengaruh? Melalui ASN, melalui aparat keamanan, melalui mahasiswa, melalui berbagai institusi dan termasuk pengusaha,"" jelasnya. , ""Dan lebih dahsyat lagi, dia bergerak dengan cara menyembunyikan diri. Dia kamuflase agar tidak dikenali dari awal sehingga dia memiliki keleluasaan untuk memengaruhi orang lain. Hati-hati, ada di tengah-tengah kita,"" lanjut Moeldoko., , Mantan panglima TNI itu menegaskan, yang menjadi kunci adalah membangun awareness kewaspadaan., Terlebih terhadap potensi serangan teroris di lingkungan sekitar., ""Jangan ada lagi kita tidak tahu bahwa sebelah kita ternyata teroris. Sungguh mengerikan. Nyata-nyata ada korban recruitment dari NII, berikutnya ada upaya pengumpulan dana melalui kotak amal, melalui fintech,"" kata Moeldoko."
"Dinilai Rugikan Petani Sawit Kecil, Jokowi Diminta Evaluasi Larangan Ekspor CPO-Minyak Goreng",Nasional," - Anggota Komisi VI DPR dari Fraksi PDI-P Deddy Yevri Sitorus meminta Presiden Joko Widodo (Jokowi) dan jajarannya mengevaluasi kebijakan moratorium atau pelarangan untuk melakukan ekspor Crude Palm Oil (CPO) beserta minyak goreng.,Deddy menilai, kebijakan itu pada ujungnya akan merugikan para petani kecil dan mendorong lonjakan harga, termasuk produk turunan seperti minyak goreng.,""Tetapi ini bisa merusak industri CPO secara keseluruhan, industri minyak goreng juga, dan ini merugikan petani petani kecil yang ada di pedalaman. Terutama , kecil, pemilik lahan sawit sedang dan pemilik kebun sawit yang tidak memiliki pabrik pengolahan CPO, refinery atau pabrik minyak goreng,"" kata Deddy dalam keterangannya, Sabtu (23/4/2022).,Ia mengingatkan pemerintah bahwa sebanyak 41 persen pelaku industri sawit adalah rakyat kecil.,Menurut dia, pelaku industri sawit bakal terdampak atas kebijakan moratorium ini.,Saat reses, Deddy juga mengaku mendapat masukan dari masyarakat di daerah pemilihan (dapil) Kalimantan Utara.,Mereka sebagian adalah petani kecil kelapa sawit.,""Buah sawit itu tidak bisa disimpan lama, begitu dipanen harus segera diangkut ke pabrik kelapa sawit. Jika tidak, buahnya akan busuk. Akibatnya rakyat menanggung kerugian dan kehilangan pemasukan,"" jelas Deddy.,Pemilik pabrik kelapa sawit, lanjut dia, juga tidak bisa menampung CPO olahan dalam waktu lama.,Sebab, kualitasnya akan menurun dan tempat penyimpanan atau storage pun terbatas dan menambah biaya."
"Saat Jokowi Ngabuburit di Bogor, Pasar Mendadak Rapi, Jalan Suryakencana Jadi Sepi",Megapolitan," - Suatu sore, , di Kota Bogor tiba-tiba kosong. Jalan yang dulu dikenal sebagai Jalan Perniagaan atau Handel Straat ini biasanya tak pernah sepi.,Selain banyak kendaraan yang parkir, kendaraan melintas hanya sepi saat malam.,Namun, pada Kamis (21/4/2022) sore, jalur yang termasuk bagian Jalan Daendels ini ”bersih”.,Dilansir dari Kompas.id, hanya beberapa kendaraan Provost yang melintas. Anggota tentara dan kepolisian tampak di mana-mana.,Sore itu, Presiden Joko Widodo akan ngabuburit.,Namun, sesungguhnya kegiatan ini kelanjutan dari kegiatan Presiden sejak siang, membagikan bantuan sosial, yakni bantuan modal kerja dan bantuan langsung tunai (BLT) minyak goreng.,Sejak siang, , ke Pasar Cisarua dan Pasar Ciawi.,Di dua pasar di Kabupaten Bogor tersebut, Presiden bertemu para penerima bansos baik dari penerima manfaat Program Keluarga Harapan (PKH) maupun pedagang pasar dan pedagang kaki lima.,”Isinya Rp 1,2 juta, ya, bantuan untuk modal usaha. Jangan untuk beli HP, ya, jangan buat baju, buat modal usaha. Nanti kalau ada untungnya baru bisa beli yang lain,” ujar Presiden kepada masyarakat penerima manfaat.,Adapun BLT minyak goreng senilai Rp 300.000. BLT minyak goreng menjadi ”bantalan” bagi masyarakat dan PKL atas kenaikan harga minyak goreng yang tak terkendali."
